  100
   36   47    1.00    0
   37   48    1.00    0
   38   49    1.00    0
   39   50    1.00    0
   40   51    1.00    0
   41   52    1.00    0
   42   53    1.00    0
   43   54    1.00    0
   44   55    1.00    0
   45   56    1.00    0
   46   57    1.00    0
   47   58    1.00    0
   48   59    1.00    0
   49   60    1.00    0
   50   60    1.00    0
   51   61    1.00    0
   52   62    1.00    0
   53   62    1.00    0
   54   63    1.00    0
   55   63    1.00    0
   56   64    1.00    0
   57   65    1.00    0
   57   66    1.00    0
   58   66    1.00    0
   59   67    1.00    0
   60   68    1.00    0
   61   69    1.00    0
   62   70    1.00    0
   63   71    1.00    0
   64   72    1.00    0
   65   73    1.00    0
   66   74    1.00    0
   67   75    1.00    0
   67   76    1.00    0
   68   77    1.00    0
   68   78    1.00    0
   69   79    1.00    0
   70   80    1.00    0
   71   81    1.00    0
   71   82    1.00    0
   72   83    1.00    0
   72   84    1.00    0
   73   85    1.00    0
   74   86    1.00    0
   75   87    1.00    0
   76   88    1.00    0
   77   89    1.00    0
   78   90    1.00    0
   79   91    1.00    0
   80   92    1.00    0
   80   93    1.00    0
   81   94    1.00    0
   82   95    1.00    0
   83   96    1.00    0
   84   97    1.00    0
   85   98    1.00    0
   86   98    1.00    0
   87   99    1.00    0
   88   99    1.00    0
   94  100    1.00    0
   95  100    1.00    0
    0
